id,title,skills1
9351,Clinical Research Associate Manager,"['Software Infrastructure', 'Clinical Research Management Systems', 'PostgreSQL', 'Clinical Study Management', 'Engineering']"
9352,Director Advanced Technology,"['Director level', 'Technology Design', 'Technology Management', 'PHP', 'Field Technicians']"
9353,Professor of Physics,"['Python (Programming Language)', 'C++', 'Field Technicians', 'Technical Maintenance', 'University Lecturing']"
9354,Residence Hall Director,"['AutoCAD', 'PHP', 'Residential Services', 'Field Technicians', 'Technical Maintenance']"
9355,Software Engineer Project Lead,"['Leading Development Teams', 'PHP', 'Field Technicians', 'Technical Project Leadership', 'Technical Maintenance']"
9356,Head of Promotions,"['Software Infrastructure', 'National Promotions', 'PHP', 'Engineering', 'Field Technicians']"
9357,Reference Assistant,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Software Design']"
9359,Broker Sales Associate,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Construction']"
9361,Director of Commercial Sales,"['Director level', 'Field Technicians', 'Technical Maintenance', 'Construction', 'Software Design']"
9362,Public Accountant,"['Software Infrastructure', 'Year-End Accounting', 'Registered Auditor', 'Engineering', 'Field Technicians']"
9364,Senior Medical Writer,"['Real-Time Polymerase Chain Reaction (qPCR)', 'PHP', 'Health Writing', 'Field Technicians', 'Technical Maintenance']"
9365,System Integration Consultant,"['Software Infrastructure', 'Integrated Systems', 'Security Systems Integration', 'Voice over IP (VoIP)', 'Integration Engineering']"
9366,Traffic Supervisor,"['AutoCAD', 'Traffic Operations', 'Oracle Database', 'PHP', 'Field Technicians']"
9367,Commercial Engineer,"['Visual Basic', 'Construction Engineering', 'PHP', 'Computer-Aided Design (CAD)', 'Field Technicians']"
9369,External Relations Manager,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Agency Relations', 'Construction']"
9371,Revenue Assurance Manager,"['A/R Management', 'Field Technicians', 'Accounting', 'Technical Maintenance', 'Revenue Assurance']"
9372,Customer Service Technical Support,"['AutoCAD', 'Customer Support', 'Technical Support', 'PHP', 'Field Technicians']"
9373,Java Development Environment Consultant,"['Java Development', 'PHP', 'JVA', 'Field Technicians', 'Technical Maintenance']"
9374,Senior Engineering Consultant,"['PHP', 'Field Technicians', 'Engineering Consulting', 'Technical Maintenance', 'Consultancy Services']"
9375,Coding Specialist,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'ICD-9']"
9376,Delivery Coordinator,"['Software Infrastructure', 'Distribution Handling', 'AutoCAD', 'Voice over IP (VoIP)', 'Expeditor']"
9377,Experienced Associate,"['Software Infrastructure', 'Managing Associates', 'Domain Experience', 'Engineering', 'Field Technicians']"
9378,Registered Associate,"['Python (Programming Language)', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Software Design']"
9379,Stock Clerk,"['AutoCAD', 'Field Technicians', 'Store Management', 'Technical Maintenance', 'Software Design']"
9380,Branch Office Manager,"['Branch Banking Operations', 'Banking', 'PHP', 'Branch Management', 'Field Technicians']"
9381,Dynamics Consultant,"['Certified SAP Consultant', 'Field Technicians', 'Technical Maintenance', 'Microsoft Dynamics 365', 'Software Design']"
9383,Senior Technology Engineer,"['Visual Basic', 'AutoCAD', 'Python (Programming Language)', 'Technical Design', 'Technology Design']"
9384,Servant,"['Service Delivery', 'Customer Support', 'PHP', 'Field Technicians', 'Technical Maintenance']"
9385,Accounting Payroll,"['Software Infrastructure', 'AutoCAD', 'Payroll Software', 'Engineering', 'Field Technicians']"
9386,Booking Manager,"['Software Infrastructure', 'AutoCAD', 'Band Management', 'Hotel Booking', 'PHP']"
9387,Director Health Safety,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Construction']"
9388,Legal Support Specialist,"['Software Infrastructure', 'Legal Solutions', 'Legal Assistance', 'Legal Administration', 'Support Services']"
9389,Senior Security Architect,"['Application Security Architecture', 'Field Technicians', 'Technical Maintenance', 'ISSAP', 'Security Information and Event Management (SIEM)']"
9390,Teaching Research Specialist,"['Software Infrastructure', 'Higher Education Teaching', 'Science Education', 'Higher Education Research', 'Engineering']"
9391,Abstractor,"['Software Infrastructure', 'AutoCAD', 'PostgreSQL', 'Abstracting', 'Conveyancing']"
9392,Mobility Manager,"['Mobility Management', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Construction']"
9393,Planning Team Lead,"['Performance Planning', 'PHP', 'Field Technicians', 'Executive Team', 'Technical Maintenance']"
9394,Building Supervisor,"['Software Infrastructure', 'AutoCAD', 'Building Maintenance', 'Engineering', 'Field Technicians']"
9395,Client Operations Manager,"['Visual Basic', 'AutoCAD', 'PHP', 'Commercial Operation', 'Field Technicians']"
9397,Global Brand Director,"['Digital Strategy', 'Global Business', 'Brand Strategy', 'E-Commerce', 'Field Technicians']"
9398,International Brand Manager,"['International Product Development', 'Field Technicians', 'Global Brand Development', 'Integrated Brand Marketing', 'Technical Maintenance']"
9399,Master Instructor,"['Software Infrastructure', 'Classroom Training', 'Classroom Instruction', 'Engineering', 'Field Technicians']"
9400,Software Expert,"['Software Infrastructure', 'Engineering', 'Field Technicians', 'Technical Maintenance', 'Industrial Equipment']"
9401,College Assistant,"['Software Infrastructure', 'AutoCAD', 'Engineering', 'Student Services', 'Field Technicians']"
9402,Director Enterprise Architecture,"['Domain Architecture', 'E-Commerce', 'PHP', 'Field Technicians', 'Enterprise Architecture']"
9403,Outreach Intern,"['Software Infrastructure', 'AutoCAD', 'Engineering', 'Field Technicians', 'Public Outreach']"
9404,Patent Engineer,"['Field Technicians', 'Technical Maintenance', 'Patent Law', 'Software Design', 'Software Industry']"
9405,Teacher Management,"['PHP', 'Field Technicians', 'Technical Maintenance', 'School Management', 'Software Design']"
9406,Assistant Public Relations Manager,"['Public Affairs', 'PHP', 'Advertising', 'Field Technicians', 'Technical Maintenance']"
9407,Education Volunteer,"['Software Infrastructure', 'Charity Work', 'Engineering', 'Field Technicians', 'Technical Maintenance']"
9408,Engineering Group Lead,"['Lead Certified', 'Field Technicians', 'Design Leadership', 'Technical Project Leadership', 'Technical Maintenance']"
9409,Executive Assistant Secretary,"['AutoCAD', 'Executive Services', 'PHP', 'Field Technicians', 'Technical Maintenance']"
9410,Fleet Sales,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Construction']"
9411,Community Advisor,"['AutoCAD', 'Student Welfare', 'Field Technicians', 'Technical Maintenance', 'Residence Life']"
9412,Content Strategist,"['Search Engine Optimization (SEO)', 'User Experience (UX)', 'E-Commerce', 'PHP', 'WordPress']"
9413,Library Associate,"['Visual Basic', 'AutoCAD', 'ArcGIS Products', 'Library Systems', 'Oracle Database']"
9416,Associate Operations Manager,"['AutoCAD', 'Operations Management', 'Operations Administration', 'PHP', 'Commercial Operation']"
9417,Automation Technician,"['Visual Basic', 'AutoCAD', 'Allen-Bradley', 'Python (Programming Language)', 'Assembly Automation']"
9419,Community Associate,"['Search Engine Optimization (SEO)', 'Community Building', 'Community Relations Management', 'Field Technicians', 'Technical Maintenance']"
9420,Data Quality Analyst,"['Visual Basic', 'Data Integrity', 'Python (Programming Language)', 'PHP', 'Data Validation']"
9421,Head of Business Services,"['Business Service Management', 'PHP', 'Field Technicians', 'Accounting', 'Technical Maintenance']"
9422,Vice President Retail Sales,"['Multi-Store Operations', 'Banking', 'PHP', 'Retail', 'Field Technicians']"
9423,Chair of the Board of Directors,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Construction', 'Software Design']"
9424,Director Product Support,"['Support Management', 'Director level', 'Technical Support', 'PHP', 'Field Technicians']"
9425,Field Administrator,"['AutoCAD', 'Administrative Organization', 'Department Administration', 'PHP', 'Field Technicians']"
9426,Independent Sales Consultant,"['Visual Basic', 'AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance']"
9427,Opportunity Manager,"['PHP', 'Field Technicians', 'New Business Opportunities', 'Technical Maintenance', 'Construction']"
9428,Recreation Manager,"['PHP', 'Field Technicians', 'Game Management', 'Technical Maintenance', 'P&R']"
9429,Recreation Specialist,"['Software Infrastructure', 'Outdoor Recreation', 'Engineering', 'Field Technicians', 'Technical Maintenance']"
9430,Solutions Project Manager,"['E-Commerce', 'PHP', 'Complex Project Management', 'Field Technicians', 'Strategic Project Management']"
9431,Wellness Manager,"['Wellness Coaching', 'Field Technicians', 'Technical Maintenance', 'Wellness Consulting', 'Software Design']"
9432,Wildlife Biologist,"['Wildlife Management', 'Python (Programming Language)', 'PHP', 'C++', 'Field Technicians']"
9433,Director of Application Engineering,"['Software Infrastructure', 'Director level', 'Application Architecture', 'Voice over IP (VoIP)', 'PHP']"
9434,Director Sales Distribution,"['Distribution Channel Management', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Distribution Management']"
9435,Health And Safety Officer,"['Software Infrastructure', 'AutoCAD', 'Engineering', 'Field Technicians', 'Technical Maintenance']"
9436,Information Communication Technology Officer,"['Software Infrastructure', 'Information Technology Infrastructure', 'Voice over IP (VoIP)', 'Engineering', 'Field Technicians']"
9437,Marketing Account Executive,"['Digital Strategy', 'AutoCAD', 'Search Engine Optimization (SEO)', 'Sales', 'Field Technicians']"
9438,Search Engine Optimization Analyst,"['Search Engine Optimization (SEO)', 'Python (Programming Language)', 'E-Commerce', 'PHP', 'WordPress']"
9439,Senior Contract Analyst,"['Visual Basic', 'AutoCAD', 'Field Technicians', 'Technical Maintenance', 'Customer Relationship Management (CRM)']"
9440,Studio Engineer,"['Studio Performance', 'Audio Engineering', 'PHP', 'Computer-Aided Design (CAD)', 'Field Technicians']"
9441,Director of Manufacturing Engineering,"['Visual Basic', 'Geometric Dimensioning & Tolerancing', 'AutoCAD', 'Medical Devices', 'Field Technicians']"
9443,Press Public Relations,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Media Relations', 'Press Outreach']"
9444,German Teacher,"['AutoCAD', 'PHP', 'C++', 'Teaching English as a Foreign Language', 'Field Technicians']"
9445,Online Marketing Executive,"['Search Engine Optimization (SEO)', 'Web Marketing Strategy', 'E-Commerce', 'PHP', 'WordPress']"
9446,Warehouse Associate,"['AutoCAD', 'Material Handling Equipment', 'Shipping & Receiving', 'Field Technicians', 'Technical Maintenance']"
9447,Design Contractor,"['AutoCAD', 'Construction Design', 'Design Assistance', 'PHP', 'Field Technicians']"
9448,Director Project Operations,"['Software Infrastructure', 'Director level', 'Development Project Management', 'PHP', 'Engineering']"
9449,Director of Tourism,"['Director level', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Tourism Management']"
9450,Research And Development Analyst,"['Visual Basic', 'AutoCAD', 'Collaborative R&D', 'PHP', 'Field Technicians']"
9451,Senior Market Research Analyst,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Customer Relationship Management (CRM)', 'Analyst Relations']"
9452,Childcare Worker,"['Software Infrastructure', 'AutoCAD', 'Babysitting', 'Engineering', 'Field Technicians']"
9453,Consulting Specialist,"['E-Commerce', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Consultancy Services']"
9454,Head of Business Support,"['Support Services', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Software Design']"
9455,Senior Manager Infrastructure,"['Information Technology Infrastructure', 'PHP', 'Field Technicians', 'Technical Maintenance', 'IT Infrastructure Management']"
9456,Trade Advisor,"['PHP', 'Field Technicians', 'Trade Associations', 'Technical Maintenance', 'Customer Relationship Management (CRM)']"
9457,Warehouse Assistant,"['AutoCAD', 'Shipping & Receiving', 'Field Technicians', 'Technical Maintenance', 'SOLIDWORKS']"
9458,Distinguished Professor,"['Software Infrastructure', 'Guest Lecturing', 'Award Winner', 'Higher Education Research', 'Engineering']"
9459,Head of Corporate Banking,"['Banking', 'PHP', 'Institutional Banking', 'Branch Management', 'Field Technicians']"
9460,Master Teacher,"['AutoCAD', 'PHP', 'Grades 7-12', 'C++', 'Field Technicians']"
9461,Plant Operations Manager,"['AutoCAD', 'PHP', 'Production Management', 'Field Technicians', 'Technical Maintenance']"
9462,Vice President Sales Support,"['PHP', 'Field Technicians', 'Post-Sales Support', 'Technical Maintenance', 'Software Design']"
9463,Certification Engineer,"['Certification Development', 'Computer-Aided Design (CAD)', 'PTC Creo', 'Certification Testing', 'Field Technicians']"
9464,Chief Business Development Officer,"['Banking', 'Enterprise Software', 'E-Commerce', 'PHP', 'Field Technicians']"
9465,Company Accountant,"['Visual Basic', 'AutoCAD', 'Year-End Accounting', 'PHP', 'Field Technicians']"
9466,Director of Brand Management,"['Director level', 'E-Commerce', 'PHP', 'Retail', 'Field Technicians']"
9467,Assistant Media Buyer,"['Software Infrastructure', 'AutoCAD', 'Media Agencies', 'PHP', 'Advertising Production']"
9468,Enterprise Project Manager,"['Visual Basic', 'Banking', 'PHP', 'Complex Project Management', 'Field Technicians']"
9469,Executive Office Manager,"['AutoCAD', 'Executive Services', 'General Office Work', 'PHP', 'Management Support']"
9470,Footwear Designer,"['AutoCAD', 'Athletic Footwear', 'Fashion Accessory Design', 'Computer-Aided Design (CAD)', 'Retail']"
9471,Geographic Information System Intern,"['AutoCAD', 'Python (Programming Language)', 'GIS Analysis', 'PHP', 'Field Technicians']"
9472,Manager Management Consulting,"['Digital Strategy', 'Field Technicians', 'Accounting', 'Technical Maintenance', 'Management Professional']"
9473,Personal Computer Network Support,"['Network Services', 'Network Installation', 'Technical Support', 'PHP', 'Field Technicians']"
9474,Product Account Manager,"['Visual Basic', 'Account Marketing', 'PHP', 'Field Technicians', 'Software Product Management']"
9475,Sales Center Manager,"['AutoCAD', 'PHP', 'Field Technicians', 'Agile Methodologies', 'Technical Maintenance']"
9476,Information Technology Lecturer,"['Guest Lecturing', 'PHP', 'Field Technicians', 'Technical Maintenance', 'University Lecturing']"
9477,Senior Environmental Scientist,"['AutoCAD', 'Python (Programming Language)', 'Oracle Database', 'PHP', 'C++']"
9478,Senior Staff System Engineer,"['PHP', 'Field Technicians', 'Large Scale Systems', 'Radio Frequency (RF)', 'Technical Maintenance']"
9479,Trading Operations Specialist,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Structured Trade', 'Trading Operations']"
9480,Director Children Ministry,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', ""Children's Ministry""]"
9481,Information Technology Delivery Manager,"['Banking', 'E-Commerce', 'PHP', 'Field Technicians', 'Technical Maintenance']"
9482,Senior Staff Analyst,"['Visual Basic', 'AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance']"
9483,Special Representative,"['Contracting Officer Representative', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Construction']"
9485,Release Coordinator,"['Visual Basic', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Production Deployment']"
9486,Research Professional,"['Scholarly Research', 'Field Technicians', 'Technical Maintenance', 'Research Planning', 'Research Technology']"
9488,Technical Communicator,"['AutoCAD', 'Oracle Database', 'PHP', 'Technical Publication', 'Field Technicians']"
9489,Corporate Buyer,"['AutoCAD', 'Oracle Database', 'PHP', 'Field Technicians', 'Technical Maintenance']"
9490,Regional Accountant,"['Visual Basic', 'AutoCAD', 'Year-End Accounting', 'PHP', 'Field Technicians']"
9492,Senior Operations Consultant,"['Visual Basic', 'AutoCAD', 'Python (Programming Language)', 'Organizational Consulting', 'PHP']"
9493,Service Delivery Executive,"['Visual Basic', 'Service Delivery', 'PHP', 'Field Technicians', 'Technical Maintenance']"
9494,Accessories Buyer,"['AutoCAD', 'Fashion Accessories Sourcing', 'Field Technicians', 'Technical Maintenance', 'Accessorizing']"
9496,Director of Donor Relations,"['Software Infrastructure', 'Donor Communication', 'PHP', 'Engineering', 'Individual Donor Cultivation']"
9497,Distribution Engineer,"['Visual Basic', 'AutoCAD', 'Field Technicians', 'Technical Maintenance', 'Electric Power']"
9498,Mortgage Agent,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Customer Relationship Management (CRM)', 'Signing Agent']"
9499,New Sales Manager,"['PHP', 'Field Technicians', 'Agile Methodologies', 'Technical Maintenance', 'Construction']"
9500,Records Analyst,"['AutoCAD', 'ArcGIS Products', 'Oracle Database', 'PHP', 'Field Technicians']"
9501,Senior Vice President of Corporate Development,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Commercial Development', 'Construction']"
9502,Staff Representative,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Software Design']"
9503,Assistant Production Director,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Software Design']"
9504,Director of Manufacturing Operations,"['AutoCAD', 'PHP', 'Medical Devices', 'Field Technicians', 'Technical Maintenance']"
9505,Oracle Technical Consultant,"['Software Infrastructure', 'Technical Sales Consulting', 'Voice over IP (VoIP)', 'Certified SAP Consultant', 'IT Consulting']"
9506,Senior Director Product Marketing,"['Digital Strategy', 'Search Engine Optimization (SEO)', 'PHP', 'Technical Maintenance', 'Mobile Applications']"
9507,Senior Information Technology Business Analyst,"['Visual Basic', 'IT Business Analysis', 'Python (Programming Language)', 'Banking', 'PHP']"
9508,Senior Service Specialist,"['Visual Basic', 'AutoCAD', 'Technical Support', 'PHP', 'Field Technicians']"
9509,Vice President Client Relations,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Customer Relationship Management (CRM)']"
9510,Vice President Customer Care,"['Customer Support', 'Customer Service Management', 'PHP', 'Field Technicians', 'Agile Methodologies']"
9511,Barber,"['Software Infrastructure', 'Hair Cutting', 'Engineering', 'Field Technicians', 'Technical Maintenance']"
9513,Head Television,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Media TV']"
9514,Mason,"['Software Infrastructure', 'Engineering', 'Field Technicians', 'Technical Maintenance', 'Mortar']"
9516,Staff Application Engineer,"['Software Infrastructure', 'Engineering', 'Field Technicians', 'Application Support', 'Technical Maintenance']"
9517,Vice President Client Development,"['Digital Strategy', 'PHP', 'Field Technicians', 'Strategic Account Development', 'Technical Maintenance']"
9518,Visual Effects Artist,"['Software Infrastructure', 'Particle Effects', 'Video Effects', 'Engineering', 'Field Technicians']"
9519,Director Process Management,"['Visual Basic', 'Director level', 'Business Process Design', 'PHP', 'Field Technicians']"
9520,Senior Business Associate,"['Managing Associates', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Software Design']"
9521,Senior Marketing Officer,"['Digital Strategy', 'AutoCAD', 'Search Engine Optimization (SEO)', 'PHP', 'Retail']"
9522,Junior System Engineer,"['Field Technicians', 'Technical Maintenance', 'Domain Name System (DNS)', 'Systems Engineering', 'Software Design']"
9523,Property Supervisor,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Contractor Supervision']"
9524,Software Instructor,"['AutoCAD', 'Computer Software Training', 'PHP', 'Field Technicians', 'Software Instruction']"
9525,Vice President Network Operations,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Construction', 'Software Design']"
9526,Expansion Manager,"['New Market Expansion', 'Growth Management', 'E-Commerce', 'PHP', 'Field Technicians']"
9527,Radio Technician,"['Software Infrastructure', 'Radio Communication', 'Engineering', 'Field Technicians', 'Antennas']"
9528,Senior Product Developer,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Software Design', 'Software Industry']"
9529,Capital Analyst,"['Visual Basic', 'AutoCAD', 'Field Technicians', 'Accounting', 'Technical Maintenance']"
9530,Junior Notary,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Signing Agent', 'Software Design']"
9531,Director of International Relations,"['Director level', 'International Public Affairs', 'PHP', 'Field Technicians', 'Technical Maintenance']"
9532,Public Speaker,"['Software Infrastructure', 'Engineering', 'Field Technicians', 'Technical Maintenance', 'Experienced Speaker']"
9533,Quality Assurance Test Lead,"['Python (Programming Language)', 'Test Assurance', 'Software Quality', 'PHP', 'Field Technicians']"
9534,Quality Services Manager,"['Quality Assurance Analysis', 'Quality Inspection', 'Field Technicians', 'Technical Maintenance', 'Quality Management']"
9535,Staff Counsel,"['Legal Compliance', 'Government', 'Field Technicians', 'General Legal Counsel', 'Technical Maintenance']"
9536,Computer Hardware Specialist,"['AutoCAD', 'Field Technicians', 'Technical Maintenance', 'Hardware Installation', 'Software Design']"
9537,Director of Product Operations,"['E-Commerce', 'PHP', 'Field Technicians', 'Product Operations', 'Technical Maintenance']"
9538,Former Director,"['Director level', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Non-Executive Director']"
9539,Associate Technician,"['Software Infrastructure', 'AutoCAD', 'Voice over IP (VoIP)', 'Technical Support', 'PHP']"
9540,Java Web Developer,"['Software Infrastructure', 'Java Development', 'Voice over IP (VoIP)', 'Engineering', 'Field Technicians']"
9541,Lead Quality Engineer,"['Python (Programming Language)', 'PHP', 'C++', 'Field Technicians', 'Technical Maintenance']"
9542,Parttime Professor,"['Software Infrastructure', 'Engineering', 'Field Technicians', 'Technical Maintenance', 'Industrial Equipment']"
9543,Talent Agent,"['Field Technicians', 'Technical Maintenance', 'Artist Relations', 'Artist Management', 'Software Design']"
9545,Acquisition Associate,"['Software Infrastructure', 'PHP', 'M&A Research', 'Engineering', 'Field Technicians']"
9546,Business Support System Manager,"['Support Management', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Systems Project Management']"
9547,Care Provider,"['AutoCAD', 'Personal Care Services', 'Field Technicians', 'Technical Maintenance', 'Caregiving']"
9548,Client Services Supervisor,"['AutoCAD', 'PHP', 'Field Technicians', 'Accounting', 'Agile Methodologies']"
9549,Market Planning Manager,"['Strategic Marketing Management', 'Market Planning', 'Field Technicians', 'Technical Maintenance', 'Promotion Planning']"
9550,Personal Assistant to General Manager,"['AutoCAD', 'Executive Services', 'PHP', 'Management Support', 'Field Technicians']"
9551,Policy Associate,"['Field Technicians', 'Technical Maintenance', 'Social Policy', 'Congressional Affairs', 'Policy Writing']"
9552,Staff Intern,"['Software Infrastructure', 'Staffing Industry', 'Engineering', 'Field Technicians', 'Accounting']"
9553,Web Officer,"['Web Maintenance', 'Web Production Management', 'PHP', 'Field Technicians', 'Technical Maintenance']"
9554,Board Treasurer,"['Field Technicians', 'Technical Maintenance', 'Financial Oversight', 'Software Design', 'Software Industry']"
9555,Budget Coordinator,"['Visual Basic', 'AutoCAD', 'ArcGIS Products', 'Federal Budget', 'Budget Development']"
9556,Market Risk Manager,"['Interest Rate Risk Management', 'Python (Programming Language)', 'PHP', 'Financial Risk Management', 'Field Technicians']"
9557,Program Management Consultant,"['Government', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Customer Relationship Management (CRM)']"
9558,Project Data Manager,"['Business Data Management', 'Field Technicians', 'Technical Maintenance', 'Engineering Data Management', 'Software Design']"
9559,Treasury Accountant,"['Visual Basic', 'AutoCAD', 'Exchequer', 'PHP', 'Account Direction']"
9560,Vice President Government Relations,"['Governmental Affairs', 'Government', 'PHP', 'Field Technicians', 'Agency Liaison']"
9561,Studies Coordinator,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Software Design', 'Software Industry']"
9562,Front Office Executive,"['Software Infrastructure', 'AutoCAD', 'Front Office Operations', 'General Office Work', 'Office Administration']"
9563,Product Design Development Specialist,"['Software Infrastructure', 'AutoCAD', 'Product Design', 'Engineering', 'Field Technicians']"
9564,Senior Performance Analyst,"['System Performance', 'PHP', 'Field Technicians', 'Software System Analysis', 'Technical Maintenance']"
9565,Task Lead,"['Task Force Management', 'PHP', 'Computer-Aided Design (CAD)', 'Field Technicians', 'Small Team Management']"
9566,Account Strategist,"['Account Planning', 'Account Marketing', 'Brand Strategy', 'E-Commerce', 'PHP']"
9567,Career Assistant,"['Software Infrastructure', 'Career Education', 'AutoCAD', 'Career Services', 'Engineering']"
9568,Information Technology Sales Manager,"['Software Infrastructure', 'Voice over IP (VoIP)', 'PHP', 'Engineering', 'Field Technicians']"
9569,Lead Information Architect,"['Data Architects', 'Integration Architecture', 'PHP', 'Field Technicians', 'Technical Maintenance']"
9570,Lead System Architect,"['C++', 'Field Technicians', 'Technical Maintenance', 'Architecture Management', 'Software Design']"
9571,Loan Underwriter,"['Software Infrastructure', 'Engineering', 'Field Technicians', 'Technical Maintenance', 'Credit Underwriting']"
9572,Product Management Intern,"['User Experience (UX)', 'Field Technicians', 'Software Product Management', 'Technical Maintenance', 'Customer Relationship Management (CRM)']"
9573,Senior Contract Specialist,"['AutoCAD', 'Government', 'Field Technicians', 'Technical Maintenance', 'Cost Engineering']"
9574,Deputy Communications Director,"['AutoCAD', 'Government', 'PHP', 'Field Technicians', 'Technical Maintenance']"
9575,Freelance Contributor,"['Paid Content', 'PHP', 'WordPress', 'Field Technicians', 'Technical Maintenance']"
9577,Director of Networking,"['Computer Networking', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Software Design']"
9578,Failure Analysis Engineer,"['Visual Basic', 'AutoCAD', 'PHP', 'Field Technicians', 'Failure Modes']"
9579,Industry Marketing Manager,"['Strategic Marketing Management', 'PHP', 'Field Technicians', 'Integrated Brand Marketing', 'Technical Maintenance']"
9582,Marketing Communications Officer,"['AutoCAD', 'Search Engine Optimization (SEO)', 'E-Commerce', 'PHP', 'Advertising']"
9583,Medical Records Clerk,"['AutoCAD', 'Field Technicians', 'Technical Maintenance', 'Records', 'Medical Chart Review']"
9584,Parts Specialist,"['Visual Basic', 'AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance']"
9585,Product Application Engineer,"['Geometric Dimensioning & Tolerancing', 'AutoCAD', 'PHP', 'Computer-Aided Design (CAD)', 'PTC Creo']"
9586,Title Examiner,"['AutoCAD', 'PHP', 'Chain of Title', 'Field Technicians', 'Technical Maintenance']"
9588,Course Lead,"['Software Infrastructure', 'Classroom Instruction', 'Engineering', 'Field Technicians', 'Course Development']"
9589,Creative Group Head,"['User Experience (UX)', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Software Design']"
9590,Development Planner,"['Software Infrastructure', 'Spatial Planning', 'Urban Planning', 'Engineering', 'Site Planning']"
9591,Logistics Administrator,"['Visual Basic', 'AutoCAD', 'Oracle Database', 'PHP', 'Field Technicians']"
9592,Advanced Technology Manager,"['Agency Management', 'Technology Management', 'PHP', 'Field Technicians', 'Technical Maintenance']"
9593,Market Research Assistant,"['Software Infrastructure', 'Business Research', 'PostgreSQL', 'PHP', 'Engineering']"
9594,Physical Design Engineer,"['Software Infrastructure', 'Hardware Design', 'Engineering', 'Electronic Product Design', 'Field Technicians']"
9595,Service Delivery Consultant,"['Service Delivery', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Domain Name System (DNS)']"
9596,Service Planner,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Service Development']"
9597,Site Project Manager,"['Site Coordination', 'Field Technicians', 'Technical Maintenance', 'Software Design', 'Software Industry']"
9598,Branch Executive,"['Banking', 'PHP', 'Branch Management', 'Field Technicians', 'Technical Maintenance']"
9599,Choir Director,"['PHP', 'Choral', 'Field Technicians', 'Technical Maintenance', 'Choral Music']"
9600,Direct Sales Representative,"['Visual Basic', 'AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance']"
9601,Controlling Director,"['Software Infrastructure', 'Director level', 'Engineering', 'Financial Controlling', 'Field Technicians']"
9602,Post Production Assistant,"['AutoCAD', 'PHP', 'Cameras', 'Field Technicians', 'Audio Post Production']"
9603,System Design Manager,"['Software Infrastructure', 'Management Systems', 'Engineering', 'Field Technicians', 'Design Management']"
9604,Wholesale Sales Specialist,"['Software Infrastructure', 'AutoCAD', 'PHP', 'Engineering', 'Field Technicians']"
9605,Franchise Consultant,"['PHP', 'Field Technicians', 'Agile Methodologies', 'Technical Maintenance', 'Customer Relationship Management (CRM)']"
9606,Assurance Senior Manager,"['Audit Management', 'Field Technicians', 'Technical Maintenance', 'General Ledgers', 'SSAE 16']"
9607,Service Line Manager,"['Software Infrastructure', 'Engineering', 'Field Technicians', 'Technical Maintenance', 'First Line Management']"
